Grass;-26.900000000000002 0.5999999999999872 3.0227364747627288 156; 50
Grass;-26.900000000000002 2.299999999999983 2.932281173417006 238; 50
Grass;-26.900000000000002 3.999999999999986 2.841825872071282 293; 50
Grass;-26.900000000000002 5.699999999999989 2.751370570725559 5; 50
Grass;-26.900000000000002 7.399999999999984 2.6609152693798355 97; 50
Grass;-26.900000000000002 9.09999999999998 2.5704599680341125 1; 50
Grass;-26.900000000000002 10.799999999999983 2.480004666688389 164; 50
Grass;-26.900000000000002 12.499999999999986 2.3895493653426656 124; 50
Grass;-26.900000000000002 14.199999999999982 2.2990940639969426 29; 50
Grass;-26.900000000000002 15.899999999999977 2.2086387626512196 146; 50
Grass;-26.900000000000002 17.59999999999998 2.118183461305496 2; 50
Grass;-26.900000000000002 19.299999999999983 2.0277281599597727 317; 50
Grass;-26.900000000000002 20.99999999999998 1.9372728586140497 182; 50
Grass;-26.900000000000002 22.699999999999974 1.8468175572683267 318; 50
Grass;-26.900000000000002 24.399999999999977 1.7563622559226033 78; 50
Grass;-25.200000000000003 -30.0 4.563113963954894 145; 50
Grass;-25.200000000000003 -28.3 4.472658662609171 0; 50
Grass;-25.200000000000003 -26.6 4.382203361263448 52; 50
Grass;-25.200000000000003 -24.900000000000002 4.291748059917724 344; 50
Grass;-25.200000000000003 -23.200000000000003 4.201292758572001 49; 50
Grass;-25.200000000000003 -21.500000000000004 4.110837457226278 212; 50
Grass;-25.200000000000003 -19.800000000000004 4.020382155880554 5; 50
Grass;-25.200000000000003 -18.100000000000005 3.9299268545348314 122; 50
Grass;-25.200000000000003 -16.400000000000006 3.8394715531891084 169; 50
Grass;-25.200000000000003 -14.700000000000006 3.7490162518433854 201; 50
Grass;-25.200000000000003 -13.000000000000007 3.6585609504976615 262; 50
Grass;-25.200000000000003 -11.300000000000008 3.5681056491519385 296; 50
Grass;-25.200000000000003 -9.600000000000009 3.4776503478062155 176; 50
Grass;-25.200000000000003 -7.900000000000009 3.387195046460492 54; 50
Grass;-25.200000000000003 -6.20000000000001 3.2967397451147686 331; 50
Grass;-25.200000000000003 -4.500000000000011 3.2062844437690456 49; 50
Grass;-25.200000000000003 -2.8000000000000114 3.1158291424233227 76; 50
Grass;-25.200000000000003 -1.100000000000012 3.0253738410775988 246; 50
Grass;-25.200000000000003 0.5999999999999872 2.9349185397318758 151; 50
Grass;-25.200000000000003 2.299999999999983 2.844463238386153 231; 50
Grass;-25.200000000000003 3.999999999999986 2.7540079370404293 183; 50
Grass;-25.200000000000003 5.699999999999989 2.663552635694706 106; 50
Grass;-25.200000000000003 7.399999999999984 2.573097334348983 139; 50
Grass;-25.200000000000003 9.09999999999998 2.48264203300326 2; 50
Grass;-25.200000000000003 10.799999999999983 2.392186731657536 258; 50
Grass;-25.200000000000003 12.499999999999986 2.301731430311813 10; 50
Grass;-25.200000000000003 14.199999999999982 2.21127612896609 210; 50
Grass;-25.200000000000003 15.899999999999977 2.1208208276203666 8; 50
Grass;-25.200000000000003 17.59999999999998 2.030365526274643 74; 50
Grass;-25.200000000000003 19.299999999999983 1.93991022492892 175; 50
Grass;-25.200000000000003 20.99999999999998 1.849454923583197 71; 50
Grass;-25.200000000000003 22.699999999999974 1.758999622237474 142; 50
Grass;-25.200000000000003 24.399999999999977 1.6685443208917505 57; 50
Grass;-23.500000000000004 -30.0 4.475296028924041 210; 50
Grass;-23.500000000000004 -28.3 4.384840727578318 10; 50
Grass;-23.500000000000004 -26.6 4.294385426232595 241; 50
Grass;-23.500000000000004 -24.900000000000002 4.203930124886872 276; 50
Grass;-23.500000000000004 -23.200000000000003 4.113474823541148 123; 50
Grass;-23.500000000000004 -21.500000000000004 4.023019522195425 39; 50
Grass;-23.500000000000004 -19.800000000000004 3.9325642208497023 325; 50
Grass;-23.500000000000004 -18.100000000000005 3.8421089195039784 0; 50
Grass;-23.500000000000004 -16.400000000000006 3.7516536181582554 182; 50
Grass;-23.500000000000004 -14.700000000000006 3.6611983168125324 233; 50
Grass;-23.500000000000004 -13.000000000000007 3.5707430154668094 49; 50
Grass;-23.500000000000004 -11.300000000000008 3.4802877141210855 206; 50
Grass;-23.500000000000004 -9.600000000000009 3.3898324127753625 136; 50
Grass;-23.500000000000004 -7.900000000000009 3.2993771114296395 276; 50
Grass;-23.500000000000004 -6.20000000000001 3.208921810083916 4; 50
Grass;-23.500000000000004 -4.500000000000011 3.1184665087381926 311; 50
Grass;-23.500000000000004 -2.8000000000000114 3.0280112073924697 341; 50
Grass;-23.500000000000004 -1.100000000000012 2.937555906046746 21; 50
Grass;-23.500000000000004 0.5999999999999872 2.8471006047010228 114; 50
Grass;-23.500000000000004 2.299999999999983 2.7566453033553 317; 50
Grass;-23.500000000000004 3.999999999999986 2.666190002009577 312; 50
Grass;-23.500000000000004 5.699999999999989 2.575734700663853 154; 50
Grass;-23.500000000000004 7.399999999999984 2.48527939931813 276; 50
Grass;-23.500000000000004 9.09999999999998 2.394824097972407 341; 50
Grass;-23.500000000000004 10.799999999999983 2.3043687966266835 264; 50
Grass;-23.500000000000004 12.499999999999986 2.21391349528096 283; 50
Grass;-23.500000000000004 14.199999999999982 2.123458193935237 79; 50
Grass;-23.500000000000004 15.899999999999977 2.033002892589514 136; 50
Grass;-23.500000000000004 17.59999999999998 1.9425475912437908 14; 50
Grass;-23.500000000000004 19.299999999999983 1.8520922898980672 311; 50
Grass;-23.500000000000004 20.99999999999998 1.7616369885523442 242; 50
Grass;-23.500000000000004 22.699999999999974 1.6711816872066212 187; 50
Grass;-23.500000000000004 24.399999999999977 1.5807263858608978 154; 50
Grass;-21.800000000000004 -30.0 4.387478093893189 209; 50
Grass;-21.800000000000004 -28.3 4.297022792547465 41; 50
Grass;-21.800000000000004 -26.6 4.206567491201742 279; 50
Grass;-21.800000000000004 -24.900000000000002 4.116112189856019 93; 50
Grass;-21.800000000000004 -23.200000000000003 4.025656888510296 128; 50
Grass;-21.800000000000004 -21.500000000000004 3.9352015871645722 54; 50
Grass;-21.800000000000004 -19.800000000000004 3.8447462858188493 242; 50
Grass;-21.800000000000004 -18.100000000000005 3.7542909844731263 167; 50
Grass;-21.800000000000004 -16.400000000000006 3.663835683127403 333; 50
Grass;-21.800000000000004 -14.700000000000006 3.5733803817816794 320; 50
Grass;-21.800000000000004 -13.000000000000007 3.4829250804359564 301; 50
Grass;-21.800000000000004 -11.300000000000008 3.3924697790902334 167; 50
Grass;-21.800000000000004 -9.600000000000009 3.3020144777445095 194; 50
Grass;-21.800000000000004 -7.900000000000009 3.2115591763987865 206; 50
Grass;-21.800000000000004 -6.20000000000001 3.1211038750530635 333; 50
Grass;-21.800000000000004 -4.500000000000011 3.03064857370734 124; 50
Grass;-21.800000000000004 -2.8000000000000114 2.9401932723616166 211; 50
Grass;-21.800000000000004 -1.100000000000012 2.8497379710158937 73; 50
Grass;-21.800000000000004 0.5999999999999872 2.75928266967017 318; 50
Grass;-21.800000000000004 2.299999999999983 2.6688273683244472 232; 50
Grass;-21.800000000000004 3.999999999999986 2.578372066978724 78; 50
Grass;-21.800000000000004 5.699999999999989 2.4879167656330003 76; 50
Grass;-21.800000000000004 7.399999999999984 2.3974614642872774 144; 50
Grass;-21.800000000000004 9.09999999999998 2.307006162941554 103; 50
Grass;-21.800000000000004 10.799999999999983 2.216550861595831 138; 50
Grass;-21.800000000000004 12.499999999999986 2.1260955602501075 129; 50
Grass;-21.800000000000004 14.199999999999982 2.0356402589043845 101; 50
Grass;-21.800000000000004 15.899999999999977 1.9451849575586613 221; 50
Grass;-21.800000000000004 17.59999999999998 1.8547296562129378 332; 50
Grass;-21.800000000000004 19.299999999999983 1.7642743548672144 173; 50
Grass;-21.800000000000004 20.99999999999998 1.6738190535214914 52; 50
Grass;-21.800000000000004 22.699999999999974 1.5833637521757684 110; 50
Grass;-21.800000000000004 24.399999999999977 1.492908450830045 60; 50
Grass;-20.100000000000005 -30.0 4.299660158862336 123; 50
Grass;-20.100000000000005 -28.3 4.209204857516613 207; 50
Grass;-20.100000000000005 -26.6 4.118749556170889 23; 50
Grass;-20.100000000000005 -24.900000000000002 4.028294254825166 151; 50
Grass;-20.100000000000005 -23.200000000000003 3.937838953479443 84; 50
Grass;-20.100000000000005 -21.500000000000004 3.8473836521337192 252; 50
Grass;-20.100000000000005 -19.800000000000004 3.7569283507879963 358; 50
Grass;-20.100000000000005 -18.100000000000005 3.6664730494422733 26; 50
Grass;-20.100000000000005 -16.400000000000006 3.5760177480965503 266; 50
Grass;-20.100000000000005 -14.700000000000006 3.4855624467508264 191; 50
Grass;-20.100000000000005 -13.000000000000007 3.3951071454051034 116; 50
Grass;-20.100000000000005 -11.300000000000008 3.3046518440593804 303; 50
Grass;-20.100000000000005 -9.600000000000009 3.214196542713657 336; 50
Grass;-20.100000000000005 -7.900000000000009 3.1237412413679335 196; 50
Grass;-20.100000000000005 -6.20000000000001 3.0332859400222105 118; 50
Grass;-20.100000000000005 -4.500000000000011 2.9428306386764875 217; 50
Grass;-20.100000000000005 -2.8000000000000114 2.8523753373307636 329; 50
Grass;-20.100000000000005 -1.100000000000012 2.7619200359850407 256; 50
Grass;-20.100000000000005 0.5999999999999872 2.6714647346393177 140; 50
Grass;-20.100000000000005 2.299999999999983 2.5810094332935947 198; 50
Grass;-20.100000000000005 3.999999999999986 2.490554131947871 212; 50
Grass;-20.100000000000005 5.699999999999989 2.400098830602148 321; 50
Grass;-20.100000000000005 7.399999999999984 2.3096435292564244 77; 50
Grass;-20.100000000000005 9.09999999999998 2.2191882279107014 47; 50
Grass;-20.100000000000005 10.799999999999983 2.128732926564978 76; 50
Grass;-20.100000000000005 12.499999999999986 2.0382776252192545 309; 50
Grass;-20.100000000000005 14.199999999999982 1.9478223238735317 245; 50
Grass;-20.100000000000005 15.899999999999977 1.8573670225278087 122; 50
Grass;-20.100000000000005 17.59999999999998 1.7669117211820853 105; 50
Grass;-20.100000000000005 19.299999999999983 1.6764564198363616 15; 50
Grass;-20.100000000000005 20.99999999999998 1.5860011184906386 268; 50
Grass;-20.100000000000005 22.699999999999974 1.4955458171449156 281; 50
Grass;-20.100000000000005 24.399999999999977 1.4050905157991922 67; 50
Grass;-18.400000000000006 -30.0 4.211842223831483 292; 50
Grass;-18.400000000000006 -28.3 4.12138692248576 202; 50
Grass;-18.400000000000006 -26.6 4.030931621140037 287; 50
Grass;-18.400000000000006 -24.900000000000002 3.940476319794313 284; 50
Grass;-18.400000000000006 -23.200000000000003 3.85002101844859 94; 50
Grass;-18.400000000000006 -21.500000000000004 3.759565717102867 337; 50
Grass;-18.400000000000006 -19.800000000000004 3.6691104157571433 21; 50
Grass;-18.400000000000006 -18.100000000000005 3.5786551144114203 123; 50
Grass;-18.400000000000006 -16.400000000000006 3.4881998130656973 183; 50
Grass;-18.400000000000006 -14.700000000000006 3.397744511719974 64; 50
Grass;-18.400000000000006 -13.000000000000007 3.3072892103742504 83; 50
Grass;-18.400000000000006 -11.300000000000008 3.2168339090285274 353; 50
Grass;-18.400000000000006 -9.600000000000009 3.1263786076828044 288; 50
Grass;-18.400000000000006 -7.900000000000009 3.0359233063370805 13; 50
Grass;-18.400000000000006 -6.20000000000001 2.9454680049913575 144; 50
Grass;-18.400000000000006 -4.500000000000011 2.8550127036456345 117; 50
Grass;-18.400000000000006 -2.8000000000000114 2.764557402299911 156; 50
Grass;-18.400000000000006 -1.100000000000012 2.6741021009541877 262; 50
Grass;-18.400000000000006 0.5999999999999872 2.5836467996084647 316; 50
Grass;-18.400000000000006 2.299999999999983 2.4931914982627417 200; 50
Grass;-18.400000000000006 3.999999999999986 2.402736196917018 160; 50
Grass;-18.400000000000006 5.699999999999989 2.312280895571295 228; 50
Grass;-18.400000000000006 7.399999999999984 2.221825594225572 165; 50
Grass;-18.400000000000006 9.09999999999998 2.1313702928798484 47; 50
Grass;-18.400000000000006 10.799999999999983 2.040914991534125 74; 50
Grass;-18.400000000000006 12.499999999999986 1.9504596901884017 359; 50
Grass;-18.400000000000006 14.199999999999982 1.8600043888426787 127; 50
Grass;-18.400000000000006 15.899999999999977 1.7695490874969557 280; 50
Grass;-18.400000000000006 17.59999999999998 1.6790937861512323 17; 50
Grass;-18.400000000000006 19.299999999999983 1.5886384848055088 317; 50
Grass;-18.400000000000006 20.99999999999998 1.4981831834597858 285; 50
Grass;-18.400000000000006 22.699999999999974 1.4077278821140629 189; 50
Grass;-18.400000000000006 24.399999999999977 1.3172725807683394 47; 50
Grass;-16.700000000000006 -30.0 4.12402428880063 209; 50
Grass;-16.700000000000006 -28.3 4.033568987454907 230; 50
Grass;-16.700000000000006 -26.6 3.943113686109184 143; 50
Grass;-16.700000000000006 -24.900000000000002 3.852658384763461 307; 50
Grass;-16.700000000000006 -23.200000000000003 3.762203083417737 277; 50
Grass;-16.700000000000006 -21.500000000000004 3.671747782072014 169; 50
Grass;-16.700000000000006 -19.800000000000004 3.581292480726291 60; 50
Grass;-16.700000000000006 -18.100000000000005 3.4908371793805673 197; 50
Grass;-16.700000000000006 -16.400000000000006 3.4003818780348443 164; 50
Grass;-16.700000000000006 -14.700000000000006 3.3099265766891213 268; 50
Grass;-16.700000000000006 -13.000000000000007 3.219471275343398 348; 50
Grass;-16.700000000000006 -11.300000000000008 3.1290159739976744 12; 50
Grass;-16.700000000000006 -9.600000000000009 3.0385606726519514 327; 50
Grass;-16.700000000000006 -7.900000000000009 2.9481053713062284 306; 50
Grass;-16.700000000000006 -6.20000000000001 2.8576500699605045 173; 50
Grass;-16.700000000000006 -4.500000000000011 2.7671947686147815 130; 50
Grass;-16.700000000000006 -2.8000000000000114 2.6767394672690585 149; 50
Grass;-16.700000000000006 -1.100000000000012 2.586284165923335 218; 50
Grass;-16.700000000000006 0.5999999999999872 2.4958288645776117 74; 50
Grass;-16.700000000000006 2.299999999999983 2.4053735632318887 18; 50
Grass;-16.700000000000006 3.999999999999986 2.3149182618861652 273; 50
Grass;-16.700000000000006 5.699999999999989 2.224462960540442 46; 50
Grass;-16.700000000000006 7.399999999999984 2.134007659194719 157; 50
Grass;-16.700000000000006 9.09999999999998 2.043552357848996 293; 50
Grass;-16.700000000000006 10.799999999999983 1.9530970565032726 154; 50
Grass;-16.700000000000006 12.499999999999986 1.8626417551575492 136; 50
Grass;-16.700000000000006 14.199999999999982 1.7721864538118262 343; 50
Grass;-16.700000000000006 15.899999999999977 1.681731152466103 276; 50
Grass;-16.700000000000006 17.59999999999998 1.5912758511203795 62; 50
Grass;-16.700000000000006 19.299999999999983 1.5008205497746558 294; 50
Grass;-16.700000000000006 20.99999999999998 1.4103652484289328 20; 50
Grass;-16.700000000000006 22.699999999999974 1.3199099470832099 128; 50
Grass;-16.700000000000006 24.399999999999977 1.2294546457374864 35; 50
Grass;-15.000000000000007 -30.0 4.036206353769777 40; 50
Grass;-15.000000000000007 -28.3 3.945751052424054 310; 50
Grass;-15.000000000000007 -26.6 3.855295751078331 295; 50
Grass;-15.000000000000007 -24.900000000000002 3.764840449732608 119; 50
Grass;-15.000000000000007 -23.200000000000003 3.674385148386884 215; 50
Grass;-15.000000000000007 -21.500000000000004 3.583929847041161 327; 50
Grass;-15.000000000000007 -19.800000000000004 3.493474545695438 108; 50
Grass;-15.000000000000007 -18.100000000000005 3.4030192443497147 89; 50
Grass;-15.000000000000007 -16.400000000000006 3.3125639430039913 170; 50
Grass;-15.000000000000007 -14.700000000000006 3.2221086416582683 163; 50
Grass;-15.000000000000007 -13.000000000000007 3.1316533403125453 153; 50
Grass;-15.000000000000007 -11.300000000000008 3.0411980389668214 33; 50
Grass;-15.000000000000007 -9.600000000000009 2.9507427376210984 312; 50
Grass;-15.000000000000007 -7.900000000000009 2.8602874362753754 114; 50
Grass;-15.000000000000007 -6.20000000000001 2.769832134929652 138; 50
Grass;-15.000000000000007 -4.500000000000011 2.6793768335839285 265; 50
Grass;-15.000000000000007 -2.8000000000000114 2.5889215322382055 270; 50
Grass;-15.000000000000007 -1.100000000000012 2.498466230892482 341; 50
Grass;-15.000000000000007 0.5999999999999872 2.4080109295467587 35; 50
Grass;-15.000000000000007 2.299999999999983 2.3175556282010357 72; 50
Grass;-15.000000000000007 3.999999999999986 2.2271003268553127 337; 50
Grass;-15.000000000000007 5.699999999999989 2.1366450255095892 332; 50
Grass;-15.000000000000007 7.399999999999984 2.046189724163866 107; 50
Grass;-15.000000000000007 9.09999999999998 1.955734422818143 309; 50
Grass;-15.000000000000007 10.799999999999983 1.8652791214724196 350; 50
Grass;-15.000000000000007 12.499999999999986 1.7748238201266962 115; 50
Grass;-15.000000000000007 14.199999999999982 1.6843685187809732 34; 50
Grass;-15.000000000000007 15.899999999999977 1.5939132174352502 5; 50
Grass;-15.000000000000007 17.59999999999998 1.5034579160895267 346; 50
Grass;-15.000000000000007 19.299999999999983 1.413002614743803 269; 50
Grass;-15.000000000000007 20.99999999999998 1.32254731339808 277; 50
Grass;-15.000000000000007 22.699999999999974 1.232092012052357 306; 50
Grass;-15.000000000000007 24.399999999999977 1.1416367107066336 247; 50
Grass;-13.300000000000008 -30.0 3.948388418738925 313; 50
Grass;-13.300000000000008 -28.3 3.857933117393201 59; 50
Grass;-13.300000000000008 -26.6 3.767477816047478 297; 50
Grass;-13.300000000000008 -24.900000000000002 3.677022514701755 83; 50
Grass;-13.300000000000008 -23.200000000000003 3.586567213356032 282; 50
Grass;-13.300000000000008 -21.500000000000004 3.496111912010308 198; 50
Grass;-13.300000000000008 -19.800000000000004 3.405656610664585 138; 50
Grass;-13.300000000000008 -18.100000000000005 3.315201309318862 239; 50
Grass;-13.300000000000008 -16.400000000000006 3.2247460079731387 303; 50
Grass;-13.300000000000008 -14.700000000000006 3.1342907066274153 95; 50
Grass;-13.300000000000008 -13.000000000000007 3.0438354052816923 188; 50
Grass;-13.300000000000008 -11.300000000000008 2.9533801039359693 268; 50
Grass;-13.300000000000008 -9.600000000000009 2.8629248025902454 42; 50
Grass;-13.300000000000008 -7.900000000000009 2.7724695012445224 137; 50
Grass;-13.300000000000008 -6.20000000000001 2.6820141998987994 253; 50
Grass;-13.300000000000008 -4.500000000000011 2.591558898553076 304; 50
Grass;-13.300000000000008 -2.8000000000000114 2.5011035972073525 256; 50
Grass;-13.300000000000008 -1.100000000000012 2.4106482958616295 218; 50
Grass;-13.300000000000008 0.5999999999999872 2.320192994515906 291; 50
Grass;-13.300000000000008 2.299999999999983 2.229737693170183 156; 50
Grass;-13.300000000000008 3.999999999999986 2.1392823918244597 230; 50
Grass;-13.300000000000008 5.699999999999989 2.0488270904787362 124; 50
Grass;-13.300000000000008 7.399999999999984 1.9583717891330135 201; 50
Grass;-13.300000000000008 9.09999999999998 1.8679164877872902 172; 50
Grass;-13.300000000000008 10.799999999999983 1.7774611864415668 340; 50
Grass;-13.300000000000008 12.499999999999986 1.6870058850958434 90; 50
Grass;-13.300000000000008 14.199999999999982 1.5965505837501204 225; 50
Grass;-13.300000000000008 15.899999999999977 1.5060952824043972 157; 50
Grass;-13.300000000000008 17.59999999999998 1.4156399810586737 25; 50
Grass;-13.300000000000008 19.299999999999983 1.3251846797129503 140; 50
Grass;-13.300000000000008 20.99999999999998 1.2347293783672273 288; 50
Grass;-13.300000000000008 22.699999999999974 1.1442740770215043 27; 50
Grass;-13.300000000000008 24.399999999999977 1.0538187756757809 110; 50
Grass;-11.600000000000009 -30.0 3.860570483708072 2; 50
Grass;-11.600000000000009 -28.3 3.770115182362349 349; 50
Grass;-11.600000000000009 -26.6 3.679659881016625 112; 50
Grass;-11.600000000000009 -24.900000000000002 3.589204579670902 272; 50
Grass;-11.600000000000009 -23.200000000000003 3.498749278325179 237; 50
Grass;-11.600000000000009 -21.500000000000004 3.408293976979455 92; 50
Grass;-11.600000000000009 -19.800000000000004 3.317838675633732 333; 50
Grass;-11.600000000000009 -18.100000000000005 3.227383374288009 321; 50
Grass;-11.600000000000009 -16.400000000000006 3.136928072942286 183; 50
Grass;-11.600000000000009 -14.700000000000006 3.0464727715965623 29; 50
Grass;-11.600000000000009 -13.000000000000007 2.9560174702508393 111; 50
Grass;-11.600000000000009 -11.300000000000008 2.8655621689051163 176; 50
Grass;-11.600000000000009 -9.600000000000009 2.7751068675593924 49; 50
Grass;-11.600000000000009 -7.900000000000009 2.6846515662136694 49; 50
Grass;-11.600000000000009 -6.20000000000001 2.5941962648679464 92; 50
Grass;-11.600000000000009 -4.500000000000011 2.503740963522223 38; 50
